"filename", "language", "C++", "Makefile", "CMake", "XML", "GLSL", "C", "comment", "blank", "total"
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_int4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_integer.hpp", "C++", 34, 0, 0, 0, 0, 0, 99, 17, 150
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_integer.inl", "C++", 65, 0, 0, 0, 0, 0, 0, 21, 86
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_relational.hpp", "C++", 25, 0, 0, 0, 0, 0, 65, 15, 105
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_relational.inl", "C++", 62, 0, 0, 0, 0, 0, 3, 11, 76
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 8, 33
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 21, 9, 41
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_uint4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_ulp.hpp", "C++", 25, 0, 0, 0, 0, 0, 71, 14, 110
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\ext\vector_ulp.inl", "C++", 67, 0, 0, 0, 0, 0, 0, 8, 75
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\fwd.hpp", "C++", 652, 0, 0, 0, 0, 0, 10, 157, 819
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\geometric.hpp", "C++", 30, 0, 0, 0, 0, 0, 73, 14, 117
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\glm.hpp", "C++", 29, 0, 0, 0, 0, 0, 101, 7, 137
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\bitfield.hpp", "C++", 57, 0, 0, 0, 0, 0, 170, 40, 267
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\bitfield.inl", "C++", 486, 0, 0, 0, 0, 0, 1, 140, 627
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\color_space.hpp", "C++", 22, 0, 0, 0, 0, 0, 24, 11, 57
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\color_space.inl", "C++", 72, 0, 0, 0, 0, 0, 2, 11, 85
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\constants.hpp", "C++", 63, 0, 0, 0, 0, 0, 69, 34, 166
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\constants.inl", "C++", 138, 0, 0, 0, 0, 0, 1, 28, 167
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\epsilon.hpp", "C++", 18, 0, 0, 0, 0, 0, 32, 11, 61
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\epsilon.inl", "C++", 67, 0, 0, 0, 0, 0, 2, 12, 81
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\integer.hpp", "C++", 20, 0, 0, 0, 0, 0, 36, 10, 66
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\integer.inl", "C++", 56, 0, 0, 0, 0, 0, 3, 10, 69
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_access.hpp", "C++", 27, 0, 0, 0, 0, 0, 23, 11, 61
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_access.inl", "C++", 53, 0, 0, 0, 0, 0, 1, 9, 63
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_integer.hpp", "C++", 168, 0, 0, 0, 0, 0, 207, 113, 488
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_inverse.hpp", "C++", 17, 0, 0, 0, 0, 0, 25, 9, 51
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_inverse.inl", "C++", 100, 0, 0, 0, 0, 0, 1, 19, 120
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_transform.hpp", "C++", 12, 0, 0, 0, 0, 0, 20, 5, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\matrix_transform.inl", "C++", 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\noise.hpp", "C++", 27, 0, 0, 0, 0, 0, 25, 10, 62
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\noise.inl", "C++", 582, 0, 0, 0, 0, 0, 133, 93, 808
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\packing.hpp", "C++", 87, 0, 0, 0, 0, 0, 561, 81, 729
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\packing.inl", "C++", 752, 0, 0, 0, 0, 0, 61, 126, 939
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\quaternion.hpp", "C++", 60, 0, 0, 0, 0, 0, 93, 21, 174
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\quaternion.inl", "C++", 169, 0, 0, 0, 0, 0, 1, 31, 201
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\quaternion_simd.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\random.hpp", "C++", 25, 0, 0, 0, 0, 0, 44, 14, 83
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\random.inl", "C++", 262, 0, 0, 0, 0, 0, 0, 42, 304
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\reciprocal.hpp", "C++", 33, 0, 0, 0, 0, 0, 84, 19, 136
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\reciprocal.inl", "C++", 151, 0, 0, 0, 0, 0, 13, 28, 192
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\round.hpp", "C++", 48, 0, 0, 0, 0, 0, 131, 24, 203
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\round.inl", "C++", 278, 0, 0, 0, 0, 0, 17, 49, 344
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\type_aligned.hpp", "C++", 547, 0, 0, 0, 0, 0, 384, 385, 1316
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\type_precision.hpp", "C++", 514, 0, 0, 0, 0, 0, 1030, 595, 2139
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\type_precision.inl", "C++", 3, 0, 0, 0, 0, 0, 1, 3, 7
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\type_ptr.hpp", "C++", 89, 0, 0, 0, 0, 0, 102, 40, 231
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\type_ptr.inl", "C++", 320, 0, 0, 0, 0, 0, 4, 63, 387
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\ulp.hpp", "C++", 6, 0, 0, 0, 0, 0, 14, 5, 25
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\ulp.inl", "C++", 0, 0, 0, 0, 0, 0, 2, 2, 4
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtc\vec1.hpp", "C++", 14, 0, 0, 0, 0, 0, 12, 5, 31
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\associated_min_max.hpp", "C++", 118, 0, 0, 0, 0, 0, 60, 30, 208
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\associated_min_max.inl", "C++", 310, 0, 0, 0, 0, 0, 19, 26, 355
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\bit.hpp", "C++", 30, 0, 0, 0, 0, 0, 50, 19, 99
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\bit.inl", "C++", 64, 0, 0, 0, 0, 0, 11, 18, 93
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\closest_point.hpp", "C++", 22, 0, 0, 0, 0, 0, 18, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\closest_point.inl", "C++", 35, 0, 0, 0, 0, 0, 3, 8, 46
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\color_encoding.hpp", "C++", 20, 0, 0, 0, 0, 0, 20, 11, 51
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\color_encoding.inl", "C++", 35, 0, 0, 0, 0, 0, 1, 10, 46
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\color_space.hpp", "C++", 32, 0, 0, 0, 0, 0, 27, 14, 73
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\color_space.inl", "C++", 117, 0, 0, 0, 0, 0, 7, 18, 142
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\color_space_YCoCg.hpp", "C++", 24, 0, 0, 0, 0, 0, 25, 12, 61
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\color_space_YCoCg.inl", "C++", 98, 0, 0, 0, 0, 0, 1, 9, 108
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\common.hpp", "C++", 23, 0, 0, 0, 0, 0, 42, 12, 77
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\common.inl", "C++", 105, 0, 0, 0, 0, 0, 2, 19, 126
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\compatibility.hpp", "C++", 97, 0, 0, 0, 0, 0, 15, 22, 134
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\compatibility.inl", "C++", 55, 0, 0, 0, 0, 0, 1, 7, 63
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\component_wise.hpp", "C++", 25, 0, 0, 0, 0, 0, 31, 14, 70
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\component_wise.inl", "C++", 109, 0, 0, 0, 0, 0, 1, 18, 128
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\dual_quaternion.hpp", "C++", 120, 0, 0, 0, 0, 0, 89, 66, 275
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\dual_quaternion.inl", "C++", 286, 0, 0, 0, 0, 0, 12, 55, 353
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\easing.hpp", "C++", 81, 0, 0, 0, 0, 0, 97, 42, 220
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\easing.inl", "C++", 334, 0, 0, 0, 0, 0, 32, 71, 437
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\euler_angles.hpp", "C++", 187, 0, 0, 0, 0, 0, 100, 49, 336
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\euler_angles.inl", "C++", 833, 0, 0, 0, 0, 0, 1, 66, 900
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\extend.hpp", "C++", 17, 0, 0, 0, 0, 0, 17, 9, 43
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\extend.inl", "C++", 43, 0, 0, 0, 0, 0, 1, 5, 49
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\extended_min_max.hpp", "C++", 88, 0, 0, 0, 0, 0, 69, 26, 183
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\extended_min_max.inl", "C++", 189, 0, 0, 0, 0, 0, 4, 26, 219
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\exterior_product.hpp", "C++", 12, 0, 0, 0, 0, 0, 22, 8, 42
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\exterior_product.inl", "C++", 20, 0, 0, 0, 0, 0, 1, 6, 27
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\fast_exponential.hpp", "C++", 36, 0, 0, 0, 0, 0, 40, 20, 96
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\fast_exponential.inl", "C++", 73, 0, 0, 0, 0, 0, 50, 14, 137
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\fast_square_root.hpp", "C++", 32, 0, 0, 0, 0, 0, 44, 17, 93
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\fast_square_root.inl", "C++", 61, 0, 0, 0, 0, 0, 6, 14, 81
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\fast_trigonometry.hpp", "C++", 28, 0, 0, 0, 0, 0, 36, 16, 80
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\fast_trigonometry.inl", "C++", 113, 0, 0, 0, 0, 0, 8, 22, 143
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\float_notmalize.inl", "C++", 9, 0, 0, 0, 0, 0, 1, 4, 14
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\functions.hpp", "C++", 21, 0, 0, 0, 0, 0, 22, 10, 53
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\functions.inl", "C++", 25, 0, 0, 0, 0, 0, 1, 5, 31
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\gradient_paint.hpp", "C++", 24, 0, 0, 0, 0, 0, 20, 10, 54
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\gradient_paint.inl", "C++", 32, 0, 0, 0, 0, 0, 1, 4, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\handed_coordinate_space.hpp", "C++", 22, 0, 0, 0, 0, 0, 19, 10, 51
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\handed_coordinate_space.inl", "C++", 23, 0, 0, 0, 0, 0, 1, 3, 27
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\hash.hpp", "C++", 102, 0, 0, 0, 0, 0, 11, 26, 139
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\hash.inl", "C++", 158, 0, 0, 0, 0, 0, 10, 17, 185
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\integer.hpp", "C++", 24, 0, 0, 0, 0, 0, 35, 18, 77
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\integer.inl", "C++", 131, 0, 0, 0, 0, 0, 25, 30, 186
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\intersect.hpp", "C++", 48, 0, 0, 0, 0, 0, 31, 14, 93
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\intersect.inl", "C++", 153, 0, 0, 0, 0, 0, 13, 32, 198
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\io.hpp", "C++", 137, 0, 0, 0, 0, 0, 23, 42, 202
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\io.inl", "C++", 367, 0, 0, 0, 0, 0, 2, 72, 441
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\log_base.hpp", "C++", 20, 0, 0, 0, 0, 0, 19, 10, 49
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\log_base.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 3, 17
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_cross_product.hpp", "C++", 18, 0, 0, 0, 0, 0, 20, 10, 48
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_cross_product.inl", "C++", 33, 0, 0, 0, 0, 0, 1, 4, 38
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_decompose.hpp", "C++", 21, 0, 0, 0, 0, 0, 17, 9, 47
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_decompose.inl", "C++", 113, 0, 0, 0, 0, 0, 42, 32, 187
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_factorisation.hpp", "C++", 20, 0, 0, 0, 0, 0, 37, 13, 70
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_factorisation.inl", "C++", 53, 0, 0, 0, 0, 0, 17, 15, 85
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_interpolation.hpp", "C++", 24, 0, 0, 0, 0, 0, 25, 12, 61
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_interpolation.inl", "C++", 121, 0, 0, 0, 0, 0, 1, 8, 130
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_major_storage.hpp", "C++", 60, 0, 0, 0, 0, 0, 40, 20, 120
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_major_storage.inl", "C++", 153, 0, 0, 0, 0, 0, 1, 13, 167
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_operation.hpp", "C++", 45, 0, 0, 0, 0, 0, 39, 20, 104
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_operation.inl", "C++", 156, 0, 0, 0, 0, 0, 1, 20, 177
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_query.hpp", "C++", 30, 0, 0, 0, 0, 0, 32, 16, 78
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_query.inl", "C++", 103, 0, 0, 0, 0, 0, 1, 10, 114
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_transform_2d.hpp", "C++", 33, 0, 0, 0, 0, 0, 36, 13, 82
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\matrix_transform_2d.inl", "C++", 56, 0, 0, 0, 0, 0, 2, 11, 69
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\mixed_product.hpp", "C++", 17, 0, 0, 0, 0, 0, 16, 9, 42
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\mixed_product.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 2, 16
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\norm.hpp", "C++", 29, 0, 0, 0, 0, 0, 32, 16, 77
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\norm.inl", "C++", 69, 0, 0, 0, 0, 0, 1, 14, 84
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\normal.hpp", "C++", 14, 0, 0, 0, 0, 0, 19, 9, 42
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\normal.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 2, 16
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\normalize_dot.hpp", "C++", 16, 0, 0, 0, 0, 0, 24, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\normalize_dot.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 3, 17
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\number_precision.hpp", "C++", 25, 0, 0, 0, 0, 0, 23, 14, 62
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\number_precision.inl", "C++", 3, 0, 0, 0, 0, 0, 1, 3, 7
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\optimum_pow.hpp", "C++", 20, 0, 0, 0, 0, 0, 24, 11, 55
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\optimum_pow.inl", "C++", 18, 0, 0, 0, 0, 0, 1, 4, 23
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\orthonormalize.hpp", "C++", 18, 0, 0, 0, 0, 0, 22, 10, 50
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\orthonormalize.inl", "C++", 22, 0, 0, 0, 0, 0, 1, 7, 30
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\perpendicular.hpp", "C++", 15, 0, 0, 0, 0, 0, 18, 9, 42
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\perpendicular.inl", "C++", 8, 0, 0, 0, 0, 0, 1, 2, 11
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\polar_coordinates.hpp", "C++", 18, 0, 0, 0, 0, 0, 21, 10, 49
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\polar_coordinates.inl", "C++", 30, 0, 0, 0, 0, 0, 1, 6, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\projection.hpp", "C++", 14, 0, 0, 0, 0, 0, 18, 9, 41
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\projection.inl", "C++", 8, 0, 0, 0, 0, 0, 1, 2, 11
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\quaternion.hpp", "C++", 77, 0, 0, 0, 0, 0, 73, 25, 175
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\quaternion.inl", "C++", 128, 0, 0, 0, 0, 0, 9, 23, 160
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\range.hpp", "C++", 65, 0, 0, 0, 0, 0, 15, 19, 99
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\raw_data.hpp", "C++", 17, 0, 0, 0, 0, 0, 23, 12, 52
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\raw_data.inl", "C++", 0, 0, 0, 0, 0, 0, 1, 2, 3
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\rotate_normalized_axis.hpp", "C++", 24, 0, 0, 0, 0, 0, 35, 10, 69
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\rotate_normalized_axis.inl", "C++", 46, 0, 0, 0, 0, 0, 2, 11, 59
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\rotate_vector.hpp", "C++", 62, 0, 0, 0, 0, 0, 43, 19, 124
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\rotate_vector.inl", "C++", 149, 0, 0, 0, 0, 0, 18, 21, 188
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\scalar_multiplication.hpp", "C++", 52, 0, 0, 0, 0, 0, 13, 11, 76
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\scalar_relational.hpp", "C++", 12, 0, 0, 0, 0, 0, 15, 10, 37
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\scalar_relational.inl", "C++", 78, 0, 0, 0, 0, 0, 1, 10, 89
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\spline.hpp", "C++", 34, 0, 0, 0, 0, 0, 21, 11, 66
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\spline.inl", "C++", 51, 0, 0, 0, 0, 0, 1, 9, 61
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\std_based_type.hpp", "C++", 21, 0, 0, 0, 0, 0, 32, 16, 69
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\std_based_type.inl", "C++", 3, 0, 0, 0, 0, 0, 1, 3, 7
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\string_cast.hpp", "C++", 22, 0, 0, 0, 0, 0, 21, 10, 53
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\string_cast.inl", "C++", 427, 0, 0, 0, 0, 0, 1, 65, 493
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\texture.hpp", "C++", 16, 0, 0, 0, 0, 0, 21, 10, 47
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\texture.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 4, 18
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\transform.hpp", "C++", 23, 0, 0, 0, 0, 0, 27, 11, 61
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\transform.inl", "C++", 18, 0, 0, 0, 0, 0, 1, 5, 24
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\transform2.hpp", "C++", 31, 0, 0, 0, 0, 0, 40, 19, 90
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\transform2.inl", "C++", 110, 0, 0, 0, 0, 0, 1, 15, 126
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\type_aligned.hpp", "C++", 230, 0, 0, 0, 0, 0, 468, 285, 983
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\type_aligned.inl", "C++", 3, 0, 0, 0, 0, 0, 1, 3, 7
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\type_trait.hpp", "C++", 58, 0, 0, 0, 0, 0, 15, 13, 86
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\type_trait.inl", "C++", 51, 0, 0, 0, 0, 0, 5, 6, 62
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\vec_swizzle.hpp", "C++", 1943, 0, 0, 0, 0, 0, 347, 489, 2779
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\vector_angle.hpp", "C++", 21, 0, 0, 0, 0, 0, 26, 11, 58
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\vector_angle.inl", "C++", 36, 0, 0, 0, 0, 0, 2, 7, 45
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\vector_query.hpp", "C++", 26, 0, 0, 0, 0, 0, 27, 14, 67
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\vector_query.inl", "C++", 128, 0, 0, 0, 0, 0, 1, 26, 155
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\wrap.hpp", "C++", 21, 0, 0, 0, 0, 0, 23, 12, 56
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\gtx\wrap.inl", "C++", 48, 0, 0, 0, 0, 0, 1, 9, 58
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\integer.hpp", "C++", 55, 0, 0, 0, 0, 0, 139, 19, 213
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat2x2.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 3, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat2x3.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 3, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat2x4.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 3, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat3x2.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 3, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat3x3.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 2, 9
